username,comment,channel,video,reference_date
طيوبة وكذا,رؤعةةة 😙😙,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,3 years ago
عبــꪆسسي عبــꪆسسي,خوش يمثل هاذ ابو القميص الاسود  كون يجيبونه  لولايه بطيخ بدال فكرت,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,2 years ago (edited)
هوبي المحبوب,هههههههههههههه خره بيومك اياد راضي,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,2 years ago
منتظر المالكي,ههههههههههههه هاي قويه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,2 years ago
سجاد ضاغطهم,تدري شو اسوي له هجم عليه طبقه مال بيض,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,2 years ago
سالم مازن سالم هندول,اياد راضي قبل كم يوم شفته بجامعه بغداد,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,1 year ago
حروفً تتكلمً بصمت حروفً تتكلمً بصمت,هههههههه دائما تستعجل وتحكم علعالم يابه يكله سن العقل الله لايوفقك,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,3 years ago
آلَزَعَےـيّےـمِےـ,ههههه جقو لايك حبايب,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,2 years ago
قناة عمار TVمنوع عمار الأنيق,😂😂😂😂😂افترت عليك ابو قدوري,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,2 years ago
ابو ليث,ثنائي روعه وناقصهم سعد خليفه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,1 year ago
ابو مسلم العبدلي,"الولد شكله مو مال دكتور
انتو شتگولون",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,1 year ago (edited)
ابن العراق,انعل ابو الكشك لابوراعيه 😂😂,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,1 year ago
ايفان الكنك,ههههه يكلة شلزمة خلف عليك,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,1 year ago
قرين الحياة,هههههههه موتنه ضحك,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,1 year ago
____٩٦٤٠٧٧٢٩٥٠٩٨٠٢ الريس,"واحد عطس كدام بنيه كالتله 

يرحمكم الله كالها ارحميني انتي ",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,2 years ago
رهف علي الموسويه,شغلت الكتابه ماتنگطع عند العراقيين ختلفو عليك ابو قدوري,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,2 years ago
EM,1:44 شلونج ام قدوري 😭😭😂,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,2 years ago (edited)
حجي بيت الحجي,كلنا اضل في ال عراق,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,1 year ago
مولود مسعود,يحب اياد راضي,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,1 year ago
منتظر حسين,حٌلَؤوِ ..أّشٍتّرګوِ بِقِنِأّتّيِّ وِمَردِوِدِهِ وِأّلَلَهِ,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,3 years ago
Mohammad Ali,موسيقى اول المقطع مأخوذة من مسلسل ابو المفهومية,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,1 year ago
عمك حسوني,اكلكم هااي جديده لو قديمه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,1 year ago
amar_Zarzur drxx,ههههههههههههههههههههههههههههههه🤣🤣🤣,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,2 years ago
تعبت اشتاكلك سكتة,هذا رمضان حظر ماكو طلعة بليل,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,1 year ago
gu yu,هذا الوالي ابو صعصعه ههههههه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,5 months ago
هوبي المحبوب,ههههه الوالي ابو صعصع,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,2 years ago
همسات بغداد,ههههههههه😂😂😂,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,2 years ago
نار الحب,ابو صعصعه 😄,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,3 years ago
سوالف بنوتات,يلا بالله 🤣🤣🤣🤣,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,1 year ago
امير الحزان,هههههههههههههههههههه 😂 😆,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,2 years ago
كرار فاضل,هههههههههه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,2 years ago
سجاد ضاغطهم,ههههههههههههههه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=e-xBQ3SJKao,2 years ago
ابو محمد البصراوي,اتمنا ان ينصب له تمثال في المكان الذي قتل فيه وعلق وان يتغير اسم ساحت الوثبه إلا ساحت شهيد الوثبه  من يوفقني الرأي,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
مدوخه الحكومه,ملاحضين اوجوهم مو قانونيه متظاهرين سفله,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
ALI -KING,المفروض ينعدمون بساحة التحرير يابة والله خطية زغير المفروض ينعدمون كلهم,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
عباس حميد عباس مرحله ثانيه /رياضيات /مسائي,"والله أبطال جهاز الاستخبارات
بس ياريت لو كل واحد سوه جريمه اتكظوه مثل جريمه جسر السنك والنجف والناصريه",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
gamer snak2,شني هاذ راسك طابقين 😁,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
مذكرات رجل مجهول,"قال الامام علي  (؏) :سيأتي 
 على الناس زمان لا يعرف المقتول بأي ذنب قتل🖤.",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
محمد الكربلائي ٠٧٧٣٢٢٧١٨٥٠,مرحبا يا قارئ رسالتي قد لا نكون نعرف بعض ولكن احببت ان تتلقى رسالة من شخص عابر اتمنئ  الك يوم مليئ بالراحه،😊والسعاده وكل شيء جميل اتمنى,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,6 months ago
Ahmed Njm,"شكلهم مال مكبسلجيه 
خلوهم يحجون المن يلتمون ومنو دافعهم وإلى أي جهه يلتمون 
الأحزاب حبة فازده فافيدت ما في المخزن جميعن",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
ميمي حسن,بسم الله الرحمن الرحيم وسيعلم الذين ظلموا أي منقلب ينقلبون صدق الله العظيم رب العرش الكريم,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
ايمن صالح,الله يبعد اخواني شباب بغداد من هيج نماذج تخرب😭,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
ツح ـشـدآوي,انريد الجهة المسؤله عنهم ليش ماتكشفون كدام الشعب منو يقود هاي العصابات,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
سهل السوداني,هذول ولدت الزنه الله خلق هذا الكون الجل الإنسان وانته بلحظه ذبح,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
حسين رشاشه / hse_eon,"لايعرف المقتول بأي ذنب قتل 
علي بن ابي طالب عليه وعلى أله صلاة وسلام 🙁⁦🇮🇶⁩",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
NADI Azaz,"بارك الُـِْ✿ِّـلُـًِ☝ٍِّْـُﮧ بجهودكم 
نريد بعد مجرمين السنك والخلاني الي وياي لايك",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
ايـــودي Tube,الله يحفض العراق ولقوات لامنيه ومكافحه ربي يديمكم للعراق,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
ليان,اوووف خطيه خاتل ب كنتور وين اكو مندس يختل بل كنتور  جان هسه ذبحكم لو مندس بس طفل ماعرف شيسوي ختل خطيه 😔,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
MOUDE IQ,لا حول الله ولا قوة الا بالله العلي العظيم 💔😷,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
Akram Aliraqe,اصبح القتل في العراق كأنما يقتلون حيوان وليس بشر وأصبح الحيوان أشرف من كثير من البشر,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
Ahmed Saadoon,اول  شي البيت صاير ابدربونة و بعيد هن الياحة ثاني شي حلو من لزمو الي كتلو الولد بعد الزمو الي سوو مجزرة بالسنك وينهم ؟؟؟؟؟؟؟؟,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
احمد البديري,والله لازم اكو جهة مسئولة عنهم لان لمتضاهرين ماعدهم دخانية واكثر شي هذؤل مندسين لو وية لحزاب حتى يشوهون سمعت التظاهرات لسلمية,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
فيصل 313,ملاحضين اوجوهم مو قانونيه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
Aamr Mazin,بطريقكم.قبضواعلى مجرمين شهداءالسنك والناصريه  والتحرير.والخلاني.,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago (edited)
ويبقى الامل,اوف يكول خاتل بالكنتور والله خطيه الله يرحمه بعده طفل,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
ليث حسن,شنو ذنب هذا الشاب الله لايوفقك  دنيا والاخرة شنو لي حصلت  اللهم لا ترحم  المشترك بجريمه. البشعه وهو  شهيد و انت بسجن 😢😢😢😭😭✌🇮🇶✌🇮🇶,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
بشير بشير,الله يعلم كم شخص قاتلين قبله لعنة الله عليكم,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
عمار الحمداني,فوضى والناس تركض ورة الهوسة متعرف الصح من الغلط تاهت والاه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
ام فاطمه,يمه مثل اسم اخويه هم حسين سامي ....الله يحفظ اخويه من كل سوء بحقك ياربي,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
хасан Хaшими,ألف تحية للقوات الأمنية البطلة تاج على روسنه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
سحر غلطه عمر,هذا زمان الهرج والمرج سلام الله عليك يا امير المؤمنين الهم عجل لوليك الفرج,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
mustafa ALbabili,بيناتنه ماكو رحمه شلون ربك يرحمنه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
طيف پرويز,سبحان الله  عندما ذبح الحسين ع انشالت الرحمه من قلوب يزيد واتباعه وهذا الولد ذبحوه بدون رحمة وهم انشالت الرحمه منهم ياالله شگد غضبان من ذولة  حته تشيل الرحمة من كلوبهم,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
Ali Mohamed,الله ينتقم من كل ظالم وان شاءالله دمه مايروح هدر,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
مصممه فيديوات,افففف والله بجيت,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
Athmin Athmin,"حسبنا الله ونعم الوكيل 
ضاعت ماتعرف منو الظالم ومنو المظلوم 
الك الله ياعراق😭😭😭",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
زِّيِّنِبِ أّلَجِأّبِريِّ,سبحان ألله سيماهم في وجوههم,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
حسين البصراوي البصره,هذول مجرمين ويستحقون العقاب ونطالب بكشف الي يقتل المتضاهرين الن الوصل الذول يوصل الي قتل المتضاهرين,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
يوسف الذيابي,ولله انتو زلم. ابطال,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
بشير بشير,الله يعلم كم شخص قاتلين قبله لعنة الله عليكم,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
كرار karar,والك الله اكبر عليكم شوف امة شون تبجي,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
ابن شيوخ وبد مادنك راس,ابطال جهاز مكافحت الرحاب عسه لله يوفقكم ويسعدكم,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,11 months ago
العندليب الأسمر أبو سمرة,شنو هل شكولات على الحكومة تصفيتهم والا يتحول العراق الى مافيات من الصعب السيطرة عليهم؟؟؟؟,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
Ali Ali,سيماهم في وجوههم سبحان الله,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
ضرغام الشمري,- سلاما على ارضً خلقت للسلامُ ولم تراهَ يوما ..,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
HNOO ۦٰ,الله ينتقم منكم بعده صغير😭,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
البصراوي البصراوي,"حتى ابن آدم تغير
ماطلع يشبه ابوة
ذاك تفاحه اكلةة 
هذا يأكل لحم اخوةة💔😴",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
مصطفى خزعل المحمداوي المحمداوي,كل يوم عاشواء    صحيح,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
ام ساره,حسبي الله ونعم الوكيل عليكم  اللهم عجل لوليك الفرج,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
نِوِنِهِ عٌلَيِّ,اااووف لو بل عراق عدنه واحد صدك بل حق جا كمشك وعدمك نفس ما عدمتو الولد والله خطيه. ما سمعت خواته شلون يصيحن ومه تكلكم رجعولي ابني 🤦‍♀️🤦‍♀️😭,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
أبو إبراهيم أبو إبراهيم,على كل حال حسبي الله ونعم الوكيل عليكم وعلى كل ظالم,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
قرأن كريم 𖤐.,"وبشر الـقاتل بـالقتل 

اللهه لايوفقكم و دم الولد البريء بركابكم 😭😭💔",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
بروانه المالكي,متفرجين على الجريمه هم اكثر اجراما من القتله انفسهم مجوعة كبسله لاغيره ولاشرف وهو طفل دافع عن شرفه بس للاسف هيج نماذج تفرض نفسها ويجولون بشوارع بغداد وين الامن والشرطه ناس مزعطه ماكو حسيب ولارقيب,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
نجمه لامعه,الله ينتقم  من كل ظالم  انشالله,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
ستوديو كربلاء - Karbala Studio,الله ينتقم من كل واحد ساهم بقتل. هذا الصغير. بساحه الوثبه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
سراوي سراوي 💎,وووف 😢😢اللله يرحمك يا مظلوم 💔😔,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
منتظر الكربلائي,نطالب بمحاكمه عادله وعلان الجهات الي ينتمولها,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
كيان العراقي,طلعو كلهم معليهم لعد منو كتله,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
ammanda nmfj,اعدام بالوثبة تعدمون المجرمين,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
محمود ماخد td7,😱💪👊,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,6 months ago
نسمات عطره ٠,الله واكبر عليكم ياظلام الله ينتقم منك يامجرمين,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
سہٰ۪۫ي فہٰ۪۫ور ٱلہٰ۪۫رمادي,حسبي الله ونعم الوكيل عليهم خل الحكومة تعدمهم بنص ساحة التحرير مثل ما علكو الطفل المظلوم الله يرحمة ويسكنة فسيح جناتة,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago (edited)
ضاهرة كونية,الله ينتقم منك ومن الحزاب بحق محمد وآل محمد والف رحمه ونور على روح الشهداء المتضاهرات,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
كرار وعلي,وعلي عاشت ايديكم خوش شابعينه كتل,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
ولہےیہدے wlyd,"هاذه المجرم ماكل طن كتل
بس و•اللّـہ̣̥ عاشت اديكم ",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago (edited)
علاوي علاوي,هههههه خوش فلم رتبولهم 😂 نفس فلم  الاعلامي احمد المهنة  لله يرحمة,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
جمره,ونكول يالله ارحمنه وستلطف علينه هه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,7 months ago
يامهدي ادركني,شنو هذا شيحجي شو رحنه ونوب صارت الصبح كام يرمي,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
الحمد الله ستغفر الله الحمد الله ستغفر الله,اللهم نتقم منهم بحق محمد وال محمد الطيبين الطاهرين,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
حمودي ابن ناصريه,والكم الله واكبر عليكم كتلونه 😭,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,7 months ago
Hmm Hm,شكرا للقوات العراقيه الابطال الي حموا الشعب من هيج مجرمين ارادو اسقاط الدوله والرجوع الى حكم صدام,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,6 months ago
بس اشترك,الله اكبر على الجبناء الظالمين,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
عمار ماهر الحجامي,"مجرمين وأعمالكم ارهابية 
وهذا حزائكم ✌️",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
دموع الورد دموع الورد,حسبي الله ونعم الوكيل😭😭😭,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
احمد ابن الجنوب,"وك هاي جريمه ولازم ياخذ عقابه حق شرعي 
بس الجاي كتلون بل مضاهرين محد لزمهم 
كافي كلان خره ملينه",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
رآڪآنْ,"قال تعالى((سيماهم في وجوههم))
سبحان •اللّـہ̣̥ م̷ـــِْن وجه جنه ابو بريص 😒",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
ليث النعيمي,والله هذوله المفروض يعدموهم بساحة الوثبه بأسرع وقت,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
Alaa Ahmed,شباب العراق حمله برائه من هولاء الحثاله ومطالبه ب اعدام هولاء الميكروبات,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
Aya Ali,نطالب بعدامهم ع نفس لمكان لي كتلو بي 😢  اذا زلم. عدموهم,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
Ali Ahmad,الله ينتقم على كلمن شارك ابقتله,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
زهراء العراقية,الله و اكبر و لكم ولية الله ينتقم من المخططين,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
kamilo Kamilo,هيه كلهه تتبع تربيه البيت لا اكلك ولا تكلي ...نقطه راس السطر.,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=u0SiOv4LEVU,1 year ago
مدوخه الحكومه,ملاحضين اوجوهم مو قانونيه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=6nWk2NsbqMs,1 year ago
ورده البيضاء ورده البيضاء,احنه اهل البصره نتبره من هيج اشكول مجرمين حقراء ليش ولكم الولد صغير بالعمر وكتلتو ظلم,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=6nWk2NsbqMs,1 year ago
ركـن المعرفـه,اغلبيه الشعب العراقي ناس همج تركض وره الهوسه بدون متعرف شصاير تضلون مطايه للموت,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=6nWk2NsbqMs,1 year ago
الملاذ الاخير,"وسيعلم الذين ظلموا أي منقلب ينقلبون
نطالب بإعدام هؤلاء المجرمين في نفس مكان الحادث لكي يكونوا عبرة لمن لا يعتبر",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=6nWk2NsbqMs,1 year ago
